,id,deviceName,eventName,startTime,endTime,duration,totalProduction,productionAtStart,productionAtEnd,Status,speed,orderId,stopId,timestamp
2172,2172,MiraFlex 1,Running,2024-03-13 15:07:10,2024-03-13 15:26:30,0 days 00:19:20,8145.0,56.0,8201.0,1,,541,0,03/13/2024 15:26:30
2173,2173,MiraFlex 1,Stop,2024-03-13 15:26:30,2024-03-13 17:38:51,0 days 02:12:21,21.0,8201.0,8222.0,0,,541,4647,03/13/2024 17:38:51
2174,2174,MiraFlex 1,Running,2024-03-13 17:38:51,2024-03-13 17:44:51,0 days 00:06:00,497.0,8222.0,8719.0,1,,541,0,03/13/2024 17:44:51
2175,2175,MiraFlex 1,Stop,2024-03-13 17:44:51,2024-03-13 17:50:51,0 days 00:06:00,19.0,8719.0,8738.0,0,,541,4648,03/13/2024 17:50:51
2176,2176,MiraFlex 1,Running,2024-03-13 17:50:51,2024-03-13 17:58:11,0 days 00:07:20,1247.0,8738.0,9985.0,1,,541,0,03/13/2024 17:58:11
2177,2177,MiraFlex 1,Stop,2024-03-13 17:58:11,2024-03-13 18:08:31,0 days 00:10:20,23.0,9985.0,10008.0,0,,541,4649,03/13/2024 18:08:31
2178,2178,MiraFlex 1,Running,2024-03-13 18:08:31,2024-03-13 18:10:11,0 days 00:01:40,534.0,10008.0,10542.0,1,,541,0,03/13/2024 18:10:11
2179,2179,MiraFlex 1,Stop,2024-03-13 18:10:11,2024-03-13 18:15:11,0 days 00:05:00,65.0,10542.0,10607.0,0,,541,4650,03/13/2024 18:15:11
2180,2180,MiraFlex 1,Running,2024-03-13 18:15:11,2024-03-13 18:16:11,0 days 00:01:00,273.0,10607.0,10880.0,1,,541,0,03/13/2024 18:16:11
2181,2181,MiraFlex 1,Stop,2024-03-13 18:16:11,2024-03-13 18:25:51,0 days 00:09:40,34.0,10880.0,10914.0,0,,541,4651,03/13/2024 18:25:51
2182,2182,MiraFlex 1,Running,2024-03-13 18:25:51,2024-03-13 18:29:12,0 days 00:03:21,924.0,10914.0,11838.0,1,,541,0,03/13/2024 18:29:12
2183,2183,MiraFlex 1,Stop,2024-03-13 18:29:12,2024-03-13 19:23:32,0 days 00:54:20,3.0,11838.0,11841.0,0,,541,4652,03/13/2024 19:23:32
2184,2184,MiraFlex 1,Running,2024-03-13 19:23:32,2024-03-13 19:31:52,0 days 00:08:20,469.0,11841.0,12310.0,1,,541,0,03/13/2024 19:31:52
2185,2185,MiraFlex 1,Stop,2024-03-13 19:31:52,2024-03-13 19:39:32,0 days 00:07:40,11.0,12310.0,12321.0,0,,541,4653,03/13/2024 19:39:32
2186,2186,MiraFlex 1,Running,2024-03-13 19:39:32,2024-03-13 19:46:32,0 days 00:07:00,2004.0,12321.0,14325.0,1,,541,0,03/13/2024 19:46:32
2187,2187,MiraFlex 1,Stop,2024-03-13 19:46:32,2024-03-13 20:02:12,0 days 00:15:40,44.0,14325.0,14369.0,0,,541,4654,03/13/2024 20:02:12
2188,2188,MiraFlex 1,Running,2024-03-13 20:02:12,2024-03-13 20:35:53,0 days 00:33:41,10015.0,14369.0,24384.0,1,,541,0,03/13/2024 20:35:53
2189,2189,MiraFlex 1,Stop,2024-03-13 20:35:53,2024-03-13 20:37:53,0 days 00:02:00,18.0,24384.0,24402.0,0,,541,4655,03/13/2024 20:37:53
2190,2190,MiraFlex 1,Running,2024-03-13 20:37:53,2024-03-13 20:55:53,0 days 00:18:00,5418.0,24402.0,29820.0,1,,541,0,03/13/2024 20:55:53
2191,2191,MiraFlex 1,Stop,2024-03-13 20:55:53,2024-03-13 21:03:53,0 days 00:08:00,11.0,29820.0,29831.0,0,,541,4656,03/13/2024 21:03:53
2192,2192,MiraFlex 1,Running,2024-03-13 21:03:53,2024-03-13 21:39:53,0 days 00:36:00,10729.0,29831.0,40560.0,1,,541,0,03/13/2024 21:39:53
2193,2193,MiraFlex 1,Stop,2024-03-13 21:39:53,2024-03-13 22:01:33,0 days 00:21:40,3.0,40560.0,40563.0,0,,541,4657,03/13/2024 22:01:33
2194,2194,MiraFlex 1,Running,2024-03-13 22:01:33,2024-03-13 23:43:34,0 days 01:42:01,-23458.0,40563.0,17105.0,1,,541,0,03/13/2024 23:43:34
2195,2195,MiraFlex 1,Stop,2024-03-13 23:43:34,2024-03-13 23:46:34,0 days 00:03:00,35.0,17105.0,17140.0,0,,541,4716,03/13/2024 23:46:34
2196,2196,MiraFlex 1,Running,2024-03-13 23:46:34,2024-03-14 00:19:14,0 days 00:32:40,15892.0,17140.0,33032.0,1,,541,0,03/14/2024 00:19:14
2197,2197,MiraFlex 1,Stop,2024-03-14 00:19:14,2024-03-14 00:23:14,0 days 00:04:00,3.0,33032.0,33035.0,0,,541,4855,03/14/2024 00:23:14
2198,2198,MiraFlex 1,Running,2024-03-14 00:23:14,2024-03-14 00:34:55,0 days 00:11:41,5454.0,33035.0,38489.0,1,,541,0,03/14/2024 00:34:55
2199,2199,MiraFlex 1,Stop,2024-03-14 00:34:55,2024-03-14 01:18:55,0 days 00:44:00,5.0,38489.0,38494.0,0,,541,4856,03/14/2024 01:18:55
2200,2200,MiraFlex 1,Running,2024-03-14 01:18:55,2024-03-14 01:48:15,0 days 00:29:20,11519.0,38494.0,50013.0,1,,541,0,03/14/2024 01:48:15
2201,2201,MiraFlex 1,Stop,2024-03-14 01:48:15,2024-03-14 01:49:55,0 days 00:01:40,30.0,50013.0,50043.0,0,,541,4857,03/14/2024 01:49:55
2202,2202,MiraFlex 1,Running,2024-03-14 01:49:55,2024-03-14 01:53:15,0 days 00:03:20,1249.0,50043.0,51292.0,1,,541,0,03/14/2024 01:53:15
2203,2203,MiraFlex 1,Stop,2024-03-14 01:53:15,2024-03-14 02:07:55,0 days 00:14:40,4.0,51292.0,51296.0,0,,541,4858,03/14/2024 02:07:55
2204,2204,MiraFlex 1,Running,2024-03-14 02:07:55,2024-03-14 02:15:55,0 days 00:08:00,533.0,51296.0,51829.0,1,,541,0,03/14/2024 02:15:55
2205,2205,MiraFlex 1,Stop,2024-03-14 02:15:55,2024-03-14 02:17:15,0 days 00:01:20,25.0,51829.0,51854.0,0,,541,4859,03/14/2024 02:17:15
2206,2206,MiraFlex 1,Running,2024-03-14 02:17:15,2024-03-14 02:20:15,0 days 00:03:00,513.0,51854.0,52367.0,1,,541,0,03/14/2024 02:20:15
2207,2207,MiraFlex 1,Stop,2024-03-14 02:20:15,2024-03-14 02:26:36,0 days 00:06:21,2.0,52367.0,52369.0,0,,541,4860,03/14/2024 02:26:36
2208,2208,MiraFlex 1,Running,2024-03-14 02:26:36,2024-03-14 02:27:56,0 days 00:01:20,83.0,52369.0,52452.0,1,,541,0,03/14/2024 02:27:56
2209,2209,MiraFlex 1,Stop,2024-03-14 02:27:56,2024-03-14 02:29:16,0 days 00:01:20,14.0,52452.0,52466.0,0,,541,4861,03/14/2024 02:29:16
2210,2210,MiraFlex 1,Running,2024-03-14 02:29:16,2024-03-14 02:30:56,0 days 00:01:40,284.0,52466.0,52750.0,1,,541,0,03/14/2024 02:30:56
2211,2211,MiraFlex 1,Stop,2024-03-14 02:30:56,2024-03-14 02:45:16,0 days 00:14:20,53.0,52750.0,52803.0,0,,541,4862,03/14/2024 02:45:16
2212,2212,MiraFlex 1,Running,2024-03-14 02:45:16,2024-03-14 02:53:16,0 days 00:08:00,3482.0,52803.0,56285.0,1,,541,0,03/14/2024 02:53:16
2213,2213,MiraFlex 1,Stop,2024-03-14 02:53:16,2024-03-14 03:06:56,0 days 00:13:40,27.0,56285.0,56312.0,0,,541,4863,03/14/2024 03:06:56
2214,2214,MiraFlex 1,Running,2024-03-14 03:06:56,2024-03-14 03:48:36,0 days 00:41:40,16521.0,56312.0,72833.0,1,,541,0,03/14/2024 03:48:36
2215,2215,MiraFlex 1,Stop,2024-03-14 03:48:36,2024-03-14 03:49:16,0 days 00:00:40,35.0,72833.0,72868.0,0,,541,4864,03/14/2024 03:49:16
2216,2216,MiraFlex 1,Running,2024-03-14 03:49:16,2024-03-14 03:52:56,0 days 00:03:40,1396.0,72868.0,74264.0,1,,541,0,03/14/2024 03:52:56
2217,2217,MiraFlex 1,Stop,2024-03-14 03:52:56,2024-03-14 03:54:16,0 days 00:01:20,18.0,74264.0,74282.0,0,,541,4865,03/14/2024 03:54:16
2218,2218,MiraFlex 1,Running,2024-03-14 03:54:16,2024-03-14 04:04:16,0 days 00:10:00,3948.0,74282.0,78230.0,1,,541,0,03/14/2024 04:04:16
2219,2219,MiraFlex 1,Stop,2024-03-14 04:04:16,2024-03-14 04:07:56,0 days 00:03:40,47.0,78230.0,78277.0,0,,541,4866,03/14/2024 04:07:56
2220,2220,MiraFlex 1,Running,2024-03-14 04:07:56,2024-03-14 04:08:16,0 days 00:00:20,3.0,78277.0,78280.0,1,,541,0,03/14/2024 04:08:16
2221,2221,MiraFlex 1,Stop,2024-03-14 04:08:16,2024-03-14 04:14:56,0 days 00:06:40,14.0,78280.0,78294.0,0,,541,4867,03/14/2024 04:14:56
2222,2222,MiraFlex 1,Running,2024-03-14 04:14:56,2024-03-14 04:32:57,0 days 00:18:01,7127.0,78294.0,85421.0,1,,541,0,03/14/2024 04:32:57
2223,2223,MiraFlex 1,Stop,2024-03-14 04:32:57,2024-03-14 04:38:37,0 days 00:05:40,0.0,85421.0,85421.0,0,,541,4868,03/14/2024 04:38:37
2224,2224,MiraFlex 1,Running,2024-03-14 04:38:37,2024-03-14 04:46:17,0 days 00:07:40,2942.0,85421.0,88363.0,1,,541,0,03/14/2024 04:46:17
2225,2225,MiraFlex 1,Stop,2024-03-14 04:46:17,2024-03-14 05:58:37,0 days 01:12:20,14.0,88363.0,88377.0,0,,541,4869,03/14/2024 05:58:37
2226,2226,MiraFlex 1,Running,2024-03-14 05:58:37,2024-03-14 06:05:17,0 days 00:06:40,2476.0,88377.0,90853.0,1,,541,0,03/14/2024 06:05:17
2227,2227,MiraFlex 1,Stop,2024-03-14 06:05:17,2024-03-14 06:05:57,0 days 00:00:40,46.0,90853.0,90899.0,0,,541,4870,03/14/2024 06:05:57
2228,2228,MiraFlex 1,Running,2024-03-14 06:05:57,2024-03-14 06:50:38,0 days 00:44:41,17899.0,90899.0,108798.0,1,,541,0,03/14/2024 06:50:38
2229,2229,MiraFlex 1,Stop,2024-03-14 06:50:38,2024-03-14 07:31:38,0 days 00:41:00,-108746.0,108798.0,52.0,0,,541,4871,03/14/2024 07:31:38
2230,2230,MiraFlex 1,Running,2024-03-14 07:31:38,2024-03-14 07:36:18,0 days 00:04:40,1723.0,52.0,1775.0,1,,541,0,03/14/2024 07:36:18
2231,2231,MiraFlex 1,Stop,2024-03-14 07:36:18,2024-03-14 07:39:18,0 days 00:03:00,32.0,1775.0,1807.0,0,,541,4659,03/14/2024 07:39:18
2232,2232,MiraFlex 1,Running,2024-03-14 07:39:18,2024-03-14 08:16:38,0 days 00:37:20,15295.0,1807.0,17102.0,1,,541,0,03/14/2024 08:16:38
2233,2233,MiraFlex 1,Stop,2024-03-14 08:16:38,2024-03-14 08:22:19,0 days 00:05:41,1.0,17102.0,17103.0,0,,541,4660,03/14/2024 08:22:19
2234,2234,MiraFlex 1,Running,2024-03-14 08:22:19,2024-03-14 08:52:39,0 days 00:30:20,14644.0,17103.0,31747.0,1,,541,0,03/14/2024 08:52:39
2235,2235,MiraFlex 1,Stop,2024-03-14 08:52:39,2024-03-14 08:53:39,0 days 00:01:00,50.0,31747.0,31797.0,0,,541,4661,03/14/2024 08:53:39
2236,2236,MiraFlex 1,Running,2024-03-14 08:53:39,2024-03-14 09:51:19,0 days 00:57:40,28098.0,31797.0,59895.0,1,,541,0,03/14/2024 09:51:19
2237,2237,MiraFlex 1,Stop,2024-03-14 09:51:19,2024-03-14 10:01:19,0 days 00:10:00,91.0,59895.0,59986.0,0,,541,4662,03/14/2024 10:01:19
2238,2238,MiraFlex 1,Running,2024-03-14 10:01:19,2024-03-14 10:17:39,0 days 00:16:20,7712.0,59986.0,67698.0,1,,541,0,03/14/2024 10:17:39
2239,2239,MiraFlex 1,Stop,2024-03-14 10:17:39,2024-03-14 10:44:40,0 days 00:27:01,21.0,67698.0,67719.0,0,,541,4663,03/14/2024 10:44:40
2240,2240,MiraFlex 1,Running,2024-03-14 10:44:40,2024-03-14 11:59:20,0 days 01:14:40,29453.0,67719.0,97172.0,1,,541,0,03/14/2024 11:59:20
2241,2241,MiraFlex 1,Stop,2024-03-14 11:59:20,2024-03-14 12:00:40,0 days 00:01:20,23.0,97172.0,97195.0,0,,541,4664,03/14/2024 12:00:40
2242,2242,MiraFlex 1,Running,2024-03-14 12:00:40,2024-03-14 12:23:41,0 days 00:23:01,9054.0,97195.0,106249.0,1,,541,0,03/14/2024 12:23:41
2243,2243,MiraFlex 1,Stop,2024-03-14 12:23:41,2024-03-14 12:25:41,0 days 00:02:00,5.0,106249.0,106254.0,0,,541,4665,03/14/2024 12:25:41
2244,2244,MiraFlex 1,Running,2024-03-14 12:25:41,2024-03-14 13:31:41,0 days 01:06:00,25605.0,106254.0,131859.0,1,,541,0,03/14/2024 13:31:41
2245,2245,MiraFlex 1,Stop,2024-03-14 13:31:41,2024-03-14 13:34:41,0 days 00:03:00,1.0,131859.0,131860.0,0,,541,4666,03/14/2024 13:34:41
2246,2246,MiraFlex 1,Running,2024-03-14 13:34:41,2024-03-14 13:55:01,0 days 00:20:20,7579.0,131860.0,139439.0,1,,541,0,03/14/2024 13:55:01
2247,2247,MiraFlex 1,Stop,2024-03-14 13:55:01,2024-03-14 14:08:41,0 days 00:13:40,8.0,139439.0,139447.0,0,,541,4667,03/14/2024 14:08:41
2248,2248,MiraFlex 1,Running,2024-03-14 14:08:41,2024-03-14 14:14:21,0 days 00:05:40,2512.0,139447.0,141959.0,1,,541,0,03/14/2024 14:14:21
2249,2249,MiraFlex 1,Stop,2024-03-14 14:14:21,2024-03-14 14:15:41,0 days 00:01:20,28.0,141959.0,141987.0,0,,541,4668,03/14/2024 14:15:41
2250,2250,MiraFlex 1,Running,2024-03-14 14:15:41,2024-03-14 14:22:22,0 days 00:06:41,2521.0,141987.0,144508.0,1,,541,0,03/14/2024 14:22:22
2251,2251,MiraFlex 1,Stop,2024-03-14 14:22:22,2024-03-14 14:57:02,0 days 00:34:40,6.0,144508.0,144514.0,0,,541,4669,03/14/2024 14:57:02
2252,2252,MiraFlex 1,Running,2024-03-14 14:57:02,2024-03-14 14:58:42,0 days 00:01:40,233.0,144514.0,144747.0,1,,541,0,03/14/2024 14:58:42
2253,2253,MiraFlex 1,Stop,2024-03-14 14:58:42,2024-03-14 15:02:02,0 days 00:03:20,-144714.0,144747.0,33.0,0,,541,4883,03/14/2024 15:02:02
2254,2254,MiraFlex 1,Running,2024-03-14 15:02:02,2024-03-14 15:02:22,0 days 00:00:20,53.0,33.0,86.0,1,,541,0,03/14/2024 15:02:22
2255,2255,MiraFlex 1,Stop,2024-03-14 15:02:22,2024-03-14 15:24:02,0 days 00:21:40,26.0,86.0,112.0,0,,541,4789,03/14/2024 15:24:02
2256,2256,MiraFlex 1,Running,2024-03-14 15:24:02,2024-03-14 15:25:02,0 days 00:01:00,92.0,112.0,204.0,1,,541,0,03/14/2024 15:25:02
2257,2257,MiraFlex 1,Stop,2024-03-14 15:25:02,2024-03-14 15:25:22,0 days 00:00:20,51.0,204.0,255.0,0,,541,4790,03/14/2024 15:25:22
2258,2258,MiraFlex 1,Running,2024-03-14 15:25:22,2024-03-14 15:29:02,0 days 00:03:40,1081.0,255.0,1336.0,1,,541,0,03/14/2024 15:29:02
2259,2259,MiraFlex 1,Stop,2024-03-14 15:29:02,2024-03-14 15:47:02,0 days 00:18:00,39.0,1336.0,1375.0,0,,541,4791,03/14/2024 15:47:02
2260,2260,MiraFlex 1,Running,2024-03-14 15:47:02,2024-03-14 15:47:42,0 days 00:00:40,105.0,1375.0,1480.0,1,,541,0,03/14/2024 15:47:42
2261,2261,MiraFlex 1,Stop,2024-03-14 15:47:42,2024-03-14 15:49:02,0 days 00:01:20,17.0,1480.0,1497.0,0,,541,4792,03/14/2024 15:49:02
2262,2262,MiraFlex 1,Running,2024-03-14 15:49:02,2024-03-14 15:54:22,0 days 00:05:20,1211.0,1497.0,2708.0,1,,541,0,03/14/2024 15:54:22
2263,2263,MiraFlex 1,Stop,2024-03-14 15:54:22,2024-03-14 16:19:03,0 days 00:24:41,4.0,2708.0,2712.0,0,,541,4793,03/14/2024 16:19:03
2264,2264,MiraFlex 1,Running,2024-03-14 16:19:03,2024-03-14 16:27:23,0 days 00:08:20,891.0,2712.0,3603.0,1,,541,0,03/14/2024 16:27:23
2265,2265,MiraFlex 1,Stop,2024-03-14 16:27:23,2024-03-14 16:28:23,0 days 00:01:00,42.0,3603.0,3645.0,0,,541,4794,03/14/2024 16:28:23
2266,2266,MiraFlex 1,Running,2024-03-14 16:28:23,2024-03-14 16:29:03,0 days 00:00:40,177.0,3645.0,3822.0,1,,541,0,03/14/2024 16:29:03
2267,2267,MiraFlex 1,Stop,2024-03-14 16:29:03,2024-03-14 16:42:43,0 days 00:13:40,18.0,3822.0,3840.0,0,,541,4795,03/14/2024 16:42:43
2268,2268,MiraFlex 1,Running,2024-03-14 16:42:43,2024-03-14 16:44:23,0 days 00:01:40,519.0,3840.0,4359.0,1,,541,0,03/14/2024 16:44:23
2269,2269,MiraFlex 1,Stop,2024-03-14 16:44:23,2024-03-14 16:48:03,0 days 00:03:40,34.0,4359.0,4393.0,0,,541,4796,03/14/2024 16:48:03
2270,2270,MiraFlex 1,Running,2024-03-14 16:48:03,2024-03-14 16:58:23,0 days 00:10:20,3995.0,4393.0,8388.0,1,,541,0,03/14/2024 16:58:23
2271,2271,MiraFlex 1,Stop,2024-03-14 16:58:23,2024-03-14 17:03:23,0 days 00:05:00,61.0,8388.0,8449.0,0,,541,4797,03/14/2024 17:03:23
2272,2272,MiraFlex 1,Running,2024-03-14 17:03:23,2024-03-14 17:18:43,0 days 00:15:20,6088.0,8449.0,14537.0,1,,541,0,03/14/2024 17:18:43
2273,2273,MiraFlex 1,Stop,2024-03-14 17:18:43,2024-03-14 17:25:03,0 days 00:06:20,12.0,14537.0,14549.0,0,,541,4798,03/14/2024 17:25:03
2274,2274,MiraFlex 1,Running,2024-03-14 17:25:03,2024-03-14 17:39:23,0 days 00:14:20,5632.0,14549.0,20181.0,1,,541,0,03/14/2024 17:39:23
2275,2275,MiraFlex 1,Stop,2024-03-14 17:39:23,2024-03-14 17:58:23,0 days 00:19:00,21.0,20181.0,20202.0,0,,541,4799,03/14/2024 17:58:23
2276,2276,MiraFlex 1,Running,2024-03-14 17:58:23,2024-03-14 17:59:03,0 days 00:00:40,35.0,20202.0,20237.0,1,,541,0,03/14/2024 17:59:03
2277,2277,MiraFlex 1,Stop,2024-03-14 17:59:03,2024-03-14 17:59:43,0 days 00:00:40,3.0,20237.0,20240.0,0,,541,4800,03/14/2024 17:59:43
2278,2278,MiraFlex 1,Running,2024-03-14 17:59:43,2024-03-14 18:02:43,0 days 00:03:00,883.0,20240.0,21123.0,1,,541,0,03/14/2024 18:02:43
2279,2279,MiraFlex 1,Stop,2024-03-14 18:02:43,2024-03-14 18:09:23,0 days 00:06:40,38.0,21123.0,21161.0,0,,541,4801,03/14/2024 18:09:23
2280,2280,MiraFlex 1,Running,2024-03-14 18:09:23,2024-03-14 18:19:24,0 days 00:10:01,4096.0,21161.0,25257.0,1,,541,0,03/14/2024 18:19:24
2281,2281,MiraFlex 1,Stop,2024-03-14 18:19:24,2024-03-14 18:29:44,0 days 00:10:20,9.0,25257.0,25266.0,0,,541,4802,03/14/2024 18:29:44
2282,2282,MiraFlex 1,Running,2024-03-14 18:29:44,2024-03-14 18:40:44,0 days 00:11:00,4219.0,25266.0,29485.0,1,,541,0,03/14/2024 18:40:44
2283,2283,MiraFlex 1,Stop,2024-03-14 18:40:44,2024-03-14 19:34:24,0 days 00:53:40,17.0,29485.0,29502.0,0,,541,4803,03/14/2024 19:34:24
2284,2284,MiraFlex 1,Running,2024-03-14 19:34:24,2024-03-14 19:37:04,0 days 00:02:40,975.0,29502.0,30477.0,1,,541,0,03/14/2024 19:37:04
2285,2285,MiraFlex 1,Stop,2024-03-14 19:37:04,2024-03-14 19:45:44,0 days 00:08:40,58.0,30477.0,30535.0,0,,541,4804,03/14/2024 19:45:44
2286,2286,MiraFlex 1,Running,2024-03-14 19:45:44,2024-03-14 19:46:44,0 days 00:01:00,315.0,30535.0,30850.0,1,,541,0,03/14/2024 19:46:44
2287,2287,MiraFlex 1,Stop,2024-03-14 19:46:44,2024-03-14 19:59:44,0 days 00:13:00,26.0,30850.0,30876.0,0,,541,4805,03/14/2024 19:59:44
2288,2288,MiraFlex 1,Running,2024-03-14 19:59:44,2024-03-14 20:00:04,0 days 00:00:20,16.0,30876.0,30892.0,1,,541,0,03/14/2024 20:00:04
2289,2289,MiraFlex 1,Stop,2024-03-14 20:00:04,2024-03-14 20:01:04,0 days 00:01:00,18.0,30892.0,30910.0,0,,541,4806,03/14/2024 20:01:04
2290,2290,MiraFlex 1,Running,2024-03-14 20:01:04,2024-03-14 20:08:04,0 days 00:07:00,2629.0,30910.0,33539.0,1,,541,0,03/14/2024 20:08:04
2291,2291,MiraFlex 1,Stop,2024-03-14 20:08:04,2024-03-14 20:27:25,0 days 00:19:21,70.0,33539.0,33609.0,0,,541,4807,03/14/2024 20:27:25
2292,2292,MiraFlex 1,Running,2024-03-14 20:27:25,2024-03-14 20:34:45,0 days 00:07:20,2806.0,33609.0,36415.0,1,,541,0,03/14/2024 20:34:45
2293,2293,MiraFlex 1,Stop,2024-03-14 20:34:45,2024-03-14 20:40:45,0 days 00:06:00,76.0,36415.0,36491.0,0,,541,4808,03/14/2024 20:40:45
2294,2294,MiraFlex 1,Running,2024-03-14 20:40:45,2024-03-14 21:05:45,0 days 00:25:00,9971.0,36491.0,46462.0,1,,541,0,03/14/2024 21:05:45
2295,2295,MiraFlex 1,Stop,2024-03-14 21:05:45,2024-03-14 21:11:05,0 days 00:05:20,6.0,46462.0,46468.0,0,,541,4809,03/14/2024 21:11:05
2296,2296,MiraFlex 1,Running,2024-03-14 21:11:05,2024-03-14 21:19:45,0 days 00:08:40,3308.0,46468.0,49776.0,1,,541,0,03/14/2024 21:19:45
2297,2297,MiraFlex 1,Stop,2024-03-14 21:19:45,2024-03-14 21:32:45,0 days 00:13:00,95.0,49776.0,49871.0,0,,541,4810,03/14/2024 21:32:45
2298,2298,MiraFlex 1,Running,2024-03-14 21:32:45,2024-03-14 21:46:45,0 days 00:14:00,5393.0,49871.0,55264.0,1,,541,0,03/14/2024 21:46:45
2299,2299,MiraFlex 1,Stop,2024-03-14 21:46:45,2024-03-14 22:15:46,0 days 00:29:01,1.0,55264.0,55265.0,0,,541,4811,03/14/2024 22:15:46
2300,2300,MiraFlex 1,Running,2024-03-14 22:15:46,2024-03-14 22:18:46,0 days 00:03:00,383.0,55265.0,55648.0,1,,541,0,03/14/2024 22:18:46
2301,2301,MiraFlex 1,Stop,2024-03-14 22:18:46,2024-03-14 22:25:46,0 days 00:07:00,26.0,55648.0,55674.0,0,,541,4812,03/14/2024 22:25:46
2302,2302,MiraFlex 1,Running,2024-03-14 22:25:46,2024-03-14 22:28:26,0 days 00:02:40,1018.0,55674.0,56692.0,1,,541,0,03/14/2024 22:28:26
2303,2303,MiraFlex 1,Stop,2024-03-14 22:28:26,2024-03-14 22:43:26,0 days 00:15:00,12.0,56692.0,56704.0,0,,541,4813,03/14/2024 22:43:26
2304,2304,MiraFlex 1,Running,2024-03-14 22:43:26,2024-03-14 23:18:06,0 days 00:34:40,-49627.0,56704.0,7077.0,1,,541,0,03/14/2024 23:18:06
2305,2305,MiraFlex 1,Stop,2024-03-14 23:18:06,2024-03-14 23:36:06,0 days 00:18:00,33.0,7077.0,7110.0,0,,541,4909,03/14/2024 23:36:06
2306,2306,MiraFlex 1,Running,2024-03-14 23:36:06,2024-03-14 23:53:06,0 days 00:17:00,6389.0,7110.0,13499.0,1,,541,0,03/14/2024 23:53:06
2307,2307,MiraFlex 1,Stop,2024-03-14 23:53:06,2024-03-15 00:18:27,0 days 00:25:21,2.0,13499.0,13501.0,0,,541,0,03/15/2024 00:18:27
2308,2308,MiraFlex 1,Running,2024-03-15 00:18:27,2024-03-15 00:28:47,0 days 00:10:20,3636.0,13501.0,17137.0,1,,541,0,03/15/2024 00:28:47
2309,2309,MiraFlex 1,Stop,2024-03-15 00:28:47,2024-03-15 00:56:07,0 days 00:27:20,19.0,17137.0,17156.0,0,,541,5060,03/15/2024 00:56:07
2310,2310,MiraFlex 1,Running,2024-03-15 00:56:07,2024-03-15 00:56:27,0 days 00:00:20,20.0,17156.0,17176.0,1,,541,0,03/15/2024 00:56:27
2311,2311,MiraFlex 1,Stop,2024-03-15 00:56:27,2024-03-15 00:57:27,0 days 00:01:00,19.0,17176.0,17195.0,0,,541,5061,03/15/2024 00:57:27
2312,2312,MiraFlex 1,Running,2024-03-15 00:57:27,2024-03-15 01:03:27,0 days 00:06:00,1418.0,17195.0,18613.0,1,,541,0,03/15/2024 01:03:27
2313,2313,MiraFlex 1,Stop,2024-03-15 01:03:27,2024-03-15 01:09:47,0 days 00:06:20,66.0,18613.0,18679.0,0,,541,5062,03/15/2024 01:09:47
2314,2314,MiraFlex 1,Running,2024-03-15 01:09:47,2024-03-15 01:18:47,0 days 00:09:00,3586.0,18679.0,22265.0,1,,541,0,03/15/2024 01:18:47
2315,2315,MiraFlex 1,Stop,2024-03-15 01:18:47,2024-03-15 01:29:07,0 days 00:10:20,6.0,22265.0,22271.0,0,,541,5063,03/15/2024 01:29:07
2316,2316,MiraFlex 1,Running,2024-03-15 01:29:07,2024-03-15 01:30:47,0 days 00:01:40,526.0,22271.0,22797.0,1,,541,0,03/15/2024 01:30:47
2317,2317,MiraFlex 1,Stop,2024-03-15 01:30:47,2024-03-15 01:34:47,0 days 00:04:00,49.0,22797.0,22846.0,0,,541,5064,03/15/2024 01:34:47
2318,2318,MiraFlex 1,Running,2024-03-15 01:34:47,2024-03-15 01:36:27,0 days 00:01:40,625.0,22846.0,23471.0,1,,541,0,03/15/2024 01:36:27
2319,2319,MiraFlex 1,Stop,2024-03-15 01:36:27,2024-03-15 01:40:07,0 days 00:03:40,12.0,23471.0,23483.0,0,,541,5065,03/15/2024 01:40:07
2320,2320,MiraFlex 1,Running,2024-03-15 01:40:07,2024-03-15 02:05:27,0 days 00:25:20,10128.0,23483.0,33611.0,1,,541,0,03/15/2024 02:05:27
2321,2321,MiraFlex 1,Stop,2024-03-15 02:05:27,2024-03-15 02:14:48,0 days 00:09:21,54.0,33611.0,33665.0,0,,541,5066,03/15/2024 02:14:48
2322,2322,MiraFlex 1,Running,2024-03-15 02:14:48,2024-03-15 02:28:28,0 days 00:13:40,5328.0,33665.0,38993.0,1,,541,0,03/15/2024 02:28:28
2323,2323,MiraFlex 1,Stop,2024-03-15 02:28:28,2024-03-15 02:37:08,0 days 00:08:40,6.0,38993.0,38999.0,0,,541,5067,03/15/2024 02:37:08
2324,2324,MiraFlex 1,Running,2024-03-15 02:37:08,2024-03-15 02:40:48,0 days 00:03:40,1446.0,38999.0,40445.0,1,,541,0,03/15/2024 02:40:48
2325,2325,MiraFlex 1,Stop,2024-03-15 02:40:48,2024-03-15 02:44:08,0 days 00:03:20,19.0,40445.0,40464.0,0,,541,5068,03/15/2024 02:44:08
2326,2326,MiraFlex 1,Running,2024-03-15 02:44:08,2024-03-15 03:06:48,0 days 00:22:40,10097.0,40464.0,50561.0,1,,541,0,03/15/2024 03:06:48
2327,2327,MiraFlex 1,Stop,2024-03-15 03:06:48,2024-03-15 03:09:08,0 days 00:02:20,1.0,50561.0,50562.0,0,,541,5069,03/15/2024 03:09:08
